PageNumber,Type,Room Name,Price,Location,Time,Area,Bedrooms,Bathrooms
112,Căn Hộ,"Cho thuê Green valley, PMH, Quận 7 dt 89m2",6.0,Quận 3,01/11/2024,89,2,2
112,Căn Hộ,💥Căn Hộ Balcony 1PN Ngay Đặng Văn Ngữ Phú Nhuận,5.0,Quận Tân Bình,01/11/2024,35,1,1
112,Căn Hộ,Cho thuê phòng Ban Công đường Khánh Hội Q4 gần Công Viên Khánh Hội,6.5,Quận Bình Thạnh,01/11/2024,45,1,1
112,Căn Hộ,Cho thuê căn hộ Moonlight Park View đ.s 7 nhà trống và đủ nội thất,20.0,Quận 7,01/11/2024,51,1,1
112,Căn Hộ,"Duplex ban công máy giặt riêng, full NT - Ngay VHU, có nhiều tiện ích",5.8,Quận 3,01/11/2024,30,1,1
112,Căn Hộ,"🌉 The Vista An Phú – C/hộ 3PN full nội thất, view thoáng mát chỉ 30tr",16.0,Quận 4,01/11/2024,135,3,2
112,Căn Hộ,Cầu Công Lý Q3 Full nội thất sang trọng sạch đẹp thoáng mát,7.5,Quận 3,01/11/2024,35,1,1
112,Căn Hộ,"Phòng Studio Ban Công Lạc Long Quân, P11, Q. Tân Bình",6.0,Quận 4,01/11/2024,35,1,1
112,Căn Hộ,✨KHAI TRƯƠNG CĂN HỘ BALCON/CỬA SỔ_Chợ Bà Chiểu_Ngã 4 Hàng _BT🍀,6.5,Quận Tân Bình,01/11/2024,35,1,1
113,Căn Hộ,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,19.0,Quận 1,01/11/2024,23,0,0
113,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",6.8,Quận 8,01/11/2024,23,0,0
113,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",7.0,Quận Phú Nhuận,01/11/2024,40,1,1
113,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,27.0,Quận 7,01/11/2024,30,0,0
113,Căn Hộ,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,15.0,Quận 4,01/11/2024,30,2,1
113,Căn Hộ,"Vinhomes Ba Son, nhà mới – tầng cao – view thoáng mát – vị trí đắc địa",5.0,Quận 8,01/11/2024,83,2,2
113,Căn Hộ,"Ngay Cầu Chữ Y Q8 Full nội thất cao cấp, Thiết kế hiện đại thoáng mát",5.0,Quận Tân Phú,01/11/2024,35,1,1
113,Căn Hộ,🌿CĂN HỘ BALCON/CỬA SỔ THOÁNG_Ngã 4 Phú Nhuận_Huỳnh Văn Bánh_PN🌹,14.0,Quận 2 (TP. Thủ Đức),01/11/2024,30,1,1
113,Căn Hộ,"Căn hộ 3PN cần cho thuê  Star  hill  phú mỹ hưng , nội thất đẹp",5.0,Quận 8,01/11/2024,133,3,2
113,Căn Hộ,🎉Cho Thuê Căn Hộ Gác Ban Công- Võ Oanh- Bình Thạnh ( Ở đc liền),9.0,Quận Bình Thạnh,01/11/2024,35,1,1
113,Căn Hộ,Cho thuê chung cư Riva Park - 80m2 2pn2wc - Full nội thất,23.0,Quận 7,01/11/2024,80,2,2
113,Căn Hộ,Cho thuê căn studio view đẹp ở Dương Bá Trạc Q8 gần cầu Nguyễn Văn Cừ,8.5,Quận Bình Thạnh,01/11/2024,35,1,1
113,Căn Hộ,"Ban công Duplex, cửa sổ trời, full nội thất, ngay Vườn Lài - LBB",6.5,Quận 10,01/11/2024,25,1,1
113,Căn Hộ,Palm Heights 2PN – 77m2 full nội thất tầng cao view thoáng – chỉ 14 tr,18.0,Quận 4,01/11/2024,77,2,2
114,Căn Hộ,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,8.0,Quận 1,01/11/2024,23,0,0
114,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",12.0,Quận 7,01/11/2024,23,0,0
114,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",5.7,Quận Tân Phú,01/11/2024,40,1,1
114,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,14.0,Quận 2 (TP. Thủ Đức),01/11/2024,30,0,0
114,Căn Hộ,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,11.5,Quận 3,01/11/2024,30,2,1
114,Căn Hộ,Căn hộ cho thuê quận 1 gần đại học Ngân Hàng TPHCM đầy đủ tiện nghi,20.0,Quận 7,01/11/2024,30,1,1
114,Căn Hộ,Căn hộ ban công full NT Trần Xuân Soạn Q7 gần Lotte Mart,12.5,Quận 7,01/11/2024,45,1,1
114,Căn Hộ,"1PN tách bếp ban công full nội thất mới 100%, ngay Vườn Lài, Tân Phú",7.3,Quận Bình Thạnh,01/11/2024,40,1,1
114,Căn Hộ,"2PN 73m2 - dự án Lexington – Full nội thất – Tầng cao, view thoáng mát",5.8,Quận 10,01/11/2024,73,2,2
114,Căn Hộ,Phạm Ngũ Lão Quận 1 Full nội thất mới sạch đẹp ban công,33.0,Quận 4,01/11/2024,35,1,1
114,Căn Hộ,🌸CĂN HỘ 1PN BALCON thoáng_thiết kế độc đáo_Cầu Lê Văn Sỹ_Q3,10.5,Quận 7,01/11/2024,45,1,1
114,Căn Hộ,Cho thuê nhiều căn hộ Midtown nội thất cao cấp nhà mới 100% giá rẻ.,7.0,Quận Tân Phú,01/11/2024,91,2,2
114,Căn Hộ,Cho Thuê Sunrise City 1PN 56m Giá Tốt,17.0,Quận 2 (TP. Thủ Đức),01/11/2024,56,1,1
114,Căn Hộ,💥Cho Thuê Căn Hộ Tách Bếp- Võ Oanh- Bình Thạnh,5.0,Quận 4,01/11/2024,40,1,1
115,Căn Hộ,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,4.8,Quận 10,01/11/2024,23,0,0
115,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",14.5,Quận Phú Nhuận,01/11/2024,23,0,0
115,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,10.0,Quận Bình Thạnh,01/11/2024,30,0,0
115,Căn Hộ,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,23.0,Quận 4,01/11/2024,30,2,1
115,Căn Hộ,"Khai Trương CHDV  Hồ Bá Kiện, Phường 15, Quận 10",18.0,Quận 7,01/11/2024,22,1,1
115,Căn Hộ,🌿CĂN HỘ 1PNBALCON/CỬA SỔ View sông cực chil_40M2l_Phan Xích Long_PN🌹,5.5,Quận Tân Bình,01/11/2024,45,1,1
115,Căn Hộ,BÁN OFFICETEL SUNRISE CITYVIEW Giá Tốt,14.5,Quận 2 (TP. Thủ Đức),01/11/2024,38,1,1
115,Căn Hộ,"🔥Căn Hộ 1 Phòng Ngủ Ban Công Mới 100% , Nguyễn Cửu Vân- Bình Thạnh",5.0,Quận 10,01/11/2024,40,1,1
115,Căn Hộ,"Cho thuê căn 1PN khu Topaz Celadon City nhà mới, ở liền, 7tr/th",7.5,Quận 1,01/11/2024,50,1,1
115,Căn Hộ,Cho thuê căn hộ Sunrise CityView lh :,7.5,Quận 7,01/11/2024,76,2,2
115,Căn Hộ,"Studio ban công full nội thất ngay mặt tiền đường Bàu Cát, chợ TBinh",15.0,Quận 3,01/11/2024,35,1,1
115,Căn Hộ,"Chỉ 14,5tr dọn vào ở ngay căn hộ Masteri Thảo Điền 1PN – Full nội thất",17.0,Quận Tân Phú,01/11/2024,50,1,1
116,Căn Hộ,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,9.0,Quận 1,01/11/2024,23,0,0
116,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",11.0,Quận 7,01/11/2024,23,0,0
116,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",4.5,Quận Tân Phú,01/11/2024,40,1,1
116,Căn Hộ,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,7.2,Quận Tân Bình,01/11/2024,30,2,1
116,Căn Hộ,Căn hộ cho thuê tại quận 1 ngay công viên 23/9 trung tâm Sài Gòn - ĐH,12.4,Quận Bình Thạnh,01/11/2024,28,1,1
116,Căn Hộ,Cho thuê Officetel Sunrise CityView Quận 7 Lh :,34.0,Quận 7,01/11/2024,38,1,1
116,Căn Hộ,"NHÀ MỚI XÂY 100% tại Quận Tân Phú 🐝 BAN CÔNG, FULL NỘI THẤT 🐝",10.0,Quận Tân Phú,01/11/2024,30,1,1
116,Căn Hộ,1PN Cô Giang Q1 Full nội thất cửa sổ máy giặt riêng,18.0,Quận 4,01/11/2024,35,1,1
116,Căn Hộ,Cho thuê 1 phòng ngủ tách bếp ban công lớn Lạc Long Quân Tân Bình,11.0,Quận 7,01/11/2024,30,1,1
116,Căn Hộ,✨CĂN HỘ BALCON/ CỬA SỔ THOÁNG_45m2_Cầu Thủ Thiêm_Ngô Tất Tố_BT🍀,7.5,Quận 11,01/11/2024,45,1,1
116,Căn Hộ,"Cho thuê Green valley, PMH, Q7",29.0,Quận 2 (TP. Thủ Đức),01/11/2024,138,3,2
116,Căn Hộ,Cho thuê căn hộ Emerald 1 phòng ngủ giá 10 triệu,7.0,Quận 1,01/11/2024,53,1,1
117,Căn Hộ,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,28.0,Quận 2 (TP. Thủ Đức),01/11/2024,23,0,0
117,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",6.5,Quận Bình Thạnh,01/11/2024,23,0,0
117,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",8.8,Quận Phú Nhuận,01/11/2024,40,1,1
117,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,13.0,Quận Tân Phú,01/11/2024,30,0,0
117,Căn Hộ,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,4.7,Quận 5,01/11/2024,30,2,1
117,Căn Hộ,Căn 2PN SARIMI view trực diện công viên hoa Sala vài ngày nữa trả nhà,11.0,Quận 7,01/11/2024,93,2,2
117,Căn Hộ,✨CĂN HỘ BALCON/CỬA SỔ THOÁNG_Ngoại Thương/Hutech_Nguyễn Gia Trí_BT🍀,6.0,Quận Tân Bình,01/11/2024,30,1,1
117,Căn Hộ,❤️Căn Hộ 1 Phòng Ngủ Ban Công💥 126 Phan Đăng Lưu- Phú Nhuận,25.0,Quận 2 (TP. Thủ Đức),01/11/2024,45,1,1
117,Căn Hộ,cho thuê căn hộ Emerald 71m2 có nội thất 13 triệu/tháng,6.0,Quận 1,01/11/2024,71,2,2
117,Căn Hộ,Cho thuê chung cư 80m2 2pn nhà trống tại Gold View,13.5,Quận 2 (TP. Thủ Đức),01/11/2024,80,2,2
117,Căn Hộ,🌿Căn Hộ Mini Máy Giặt Riêng Ngay An Dương Vương,23.0,Quận 7,01/11/2024,25,1,1
117,Căn Hộ,Cho thuê Officetel Sunrise CityView giá rẻ lh :,32.0,Quận 7,01/11/2024,38,1,1
117,Căn Hộ,"Duplex Cửa sổ trời, Nội thất mới 100%, Dịch vụ đẳng cấp từ A đến Z",10.0,Quận Tân Phú,01/11/2024,30,1,1
117,Căn Hộ,"Căn hộ 88m2, full nội thất – Sarimi Sala – 2PN chỉ 25 triệu",14.0,Quận Bình Thạnh,01/11/2024,88,2,2
118,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",4.8,Quận Bình Thạnh,01/11/2024,23,0,0
118,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",5.5,Quận 5,01/11/2024,40,1,1
118,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,22.0,Quận 7,01/11/2024,30,0,0
118,Căn Hộ,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,15.7,Quận 2 (TP. Thủ Đức),01/11/2024,30,2,1
118,Căn Hộ,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",6.0,Quận 1,01/11/2024,30,0,0
118,Căn Hộ,🌿Căn Hộ Gác Lửng Xinh Lung Linh Ngay Chợ Vạn Kiếp,11.8,Quận Phú Nhuận,01/11/2024,25,1,1
118,Căn Hộ,Cho thuê căn hộ Sunrise CityView Q7 lh :,11.5,Quận 7,01/11/2024,109,3,2
118,Căn Hộ,"Nhà mới, nội thất mới 100%, Duplex gác cao ko đụng đầu🔥Tối đa 4ng4xe",33.0,Quận 7,01/11/2024,30,1,1
118,Căn Hộ,"C/hộ 73m2 đẹp, full nội thất – The Sun Avenue – view cao thoáng mát",8.0,Quận 10,01/11/2024,73,2,2
118,Căn Hộ,Khai chương CHDV Lê Thánh Tôn Q1 ngay chợ Bến Thành,10.5,Quận Tân Phú,01/11/2024,35,1,1
118,Căn Hộ,🌿CĂN HỘ 1PN BALCON/CỬA SỔ_Ngã Tư Phú Nhuận_Phan Xích Long🌹,19.0,Quận Tân Phú,01/11/2024,40,1,1
118,Căn Hộ,"Cho thuê The Peak Midtown 3PN, nội thất cực đẹp, xịn đầy đủ tiện nghi.",8.0,Quận 1,01/11/2024,120,3,2
118,Căn Hộ,Cho thuê Studio Sunrise CityView Q7 Giá 11tr5/th,22.0,Quận 7,01/11/2024,39,1,1
119,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",7.0,Quận 2 (TP. Thủ Đức),01/11/2024,23,0,0
119,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,8.5,Quận Phú Nhuận,01/11/2024,30,0,0
119,Căn Hộ,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,12.0,Quận 7,01/11/2024,30,2,1
119,Căn Hộ,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",31.0,Quận 7,01/11/2024,30,0,0
119,Căn Hộ,Phòng studio full nội thất có ban công - Gần vòng xoay Trần Não,12.0,Quận Tân Phú,01/11/2024,35,1,1
119,Căn Hộ,"Nhà đẹp 115m2, view Landmark 81 thuộc dự án Metropole Thủ Thiêm",18.0,Quận 7,01/11/2024,115,2,2
119,Căn Hộ,🌿CĂN HỘ 1PN CỬA SỔ THOÁNG_45M2_Phùng Văn Cung_Ngã Tư Phú Nhuận🌹,6.0,Quận 3,01/11/2024,40,1,1
119,Căn Hộ,Cần cho thuê căn hộ chung cư Hưng Phúc Happy Residence P.Tân Phú Q7.,6.0,Quận 11,01/11/2024,82,2,2
119,Căn Hộ,Cho thuê Căn Hộ Sky Garden3 PMH Giá Tốt Thị Trường,5.5,Quận 8,01/11/2024,75,2,2
119,Căn Hộ,"Cho thuê Green valley, PMH, Q7 dt 135m2",8.5,Quận Bình Thạnh,01/11/2024,125,3,2
119,Căn Hộ,Cho thuê căn hộ Emerald 71m2 có nội thất giá 12tr/ tháng,22.0,Quận 7,01/11/2024,71,2,2
119,Căn Hộ,Cho thuê chunng cư 76m2 2pn2wc - sunrise city view,18.0,Quận 7,01/11/2024,76,2,2
119,Căn Hộ,🌿Căn Hộ Xinh Xắn Võ Văn Tần 4’ Đi Chợ Bàn Cờ,12.0,Quận 1,01/11/2024,30,1,1
120,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",12.0,Quận Tân Phú,01/11/2024,23,0,0
120,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",12.0,Quận Tân Phú,01/11/2024,40,1,1
120,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,4.8,Quận 5,01/11/2024,30,0,0
120,Căn Hộ,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,4.5,Quận Tân Bình,01/11/2024,30,2,1
120,Căn Hộ,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",13.5,Quận 2 (TP. Thủ Đức),01/11/2024,30,0,0
120,Căn Hộ,Chính chủ cho thuê căn hộ Richstar 65m2 full nội thất ở liền được.,9.0,Quận 1,01/11/2024,65,2,2
120,Căn Hộ,"Giá rổ hàng cho thuê từ 1PN,2PN,3PN Celadon City T1/24 mới nhất",13.5,Quận 3,01/11/2024,71,2,2
120,Căn Hộ,🎋Căn Hộ Studio Máy Giặt Riêng Ngay Lê Hồng Phong Q5,23.0,Quận 7,01/11/2024,25,1,1
120,Căn Hộ,Cho thuê chung cư Studio Sunrise City View 38m2 quận 7,13.0,Quận 7,01/11/2024,38,1,1
120,Căn Hộ,"Khai trương Ban công Studio, Cửa sổ trời, Full nội thất mới 100%",36.0,Quận 7,01/11/2024,30,1,1
120,Căn Hộ,"De Capella - Căn hộ 2PN, nội thất cơ bản - Tầng cao, view Landmark 81",7.5,Quận Bình Thạnh,01/11/2024,85,2,2
120,Căn Hộ,Cầu Ông Lãnh Q1 1Pn máy giặt riêng Full nội thất cao cấp sạch đẹp,20.0,Quận 4,01/11/2024,45,1,1
120,Căn Hộ,🌸CĂN HỘ 2PN-2WC BALCON SIÊU RỘNG THOÁNG 75M2_Cầu Lê Văn Sỹ_Q3,8.7,Quận 3,01/11/2024,70,2,2
120,Căn Hộ,Cần cho thuê căn hộ Riverside Phú Mỹ Hưng 82m2 15tr 147m2 giá 23 triệu,12.0,Quận 7,01/11/2024,147,3,2
121,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",13.0,Quận 2 (TP. Thủ Đức),01/11/2024,23,0,0
121,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",8.0,Quận 3,01/11/2024,40,1,1
121,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,12.5,Quận Bình Thạnh,01/11/2024,30,0,0
121,Căn Hộ,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,11.0,Quận 7,01/11/2024,30,2,1
121,Căn Hộ,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",25.0,Quận 7,01/11/2024,30,0,0
121,Căn Hộ,Siêu hiếm -Petro Việt Nam Landmark 2PN 103m2 - full nội thất -chỉ 13tr,20.0,Quận Tân Phú,01/11/2024,103,2,2
121,Căn Hộ,Cho Thuê căn hộ đẹp gần Nguyễn Thị Minh Khai Q3 giáp Q1,7.5,Quận 3,01/11/2024,50,1,1
121,Căn Hộ,✨CĂN HỘ 2PN BALCON/CỬA SỔ THOÁNG XINH_Chợ Bà Chiểu_Ngã 4Hàng Xanh_BT🍀,9.5,Quận 3,01/11/2024,65,2,1
121,Căn Hộ,"Cho thuê Panorama, PMH, Q7 DT: 147m2, 3PN. Giá 29 triệu/tháng.",5.5,Quận 3,01/11/2024,146,3,2
121,Căn Hộ,"Cho thuê Green valley, PMH, Q7 dt 122m2 căn góc view gold",13.0,Quận 4,01/11/2024,122,3,1
121,Căn Hộ,🌞Căn Hộ Xinh Xắn Mới Tinh Ngay Trần Quang Diệu Quận 3,4.9,Quận 10,01/11/2024,32,1,1
121,Căn Hộ,✅Cho Thuê Căn Hộ 1 Phòng Ngủ Ban Công- 979 Hoàng sa- Quận 3,21.0,Quận 7,01/11/2024,40,1,1
122,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",4.9,Quận 2 (TP. Thủ Đức),01/11/2024,23,0,0
122,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",7.0,Quận Tân Bình,01/11/2024,40,1,1
122,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,26.0,Quận 2 (TP. Thủ Đức),01/11/2024,30,0,0
122,Căn Hộ,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,6.0,Quận 8,01/11/2024,30,2,1
122,Căn Hộ,Căn hộ mini 1pn 1pk Full Tiện Nghi Sạch Đẹp Ngay Đg Trần Lựu An Phú Q2,12.8,Quận 3,01/11/2024,40,1,1
122,Căn Hộ,"C/hộ 2PN Lumiere Riverside –full nội thất, tầng trung view hồ giá 26tr",17.0,Quận 7,01/11/2024,77,2,2
122,Căn Hộ,Dương Bá Trạc Q8 Full nội thất cửa sổ ban công thông thoáng,8.0,Quận Bình Thạnh,01/11/2024,35,1,1
122,Căn Hộ,Cho thuê shophouse khối đế Sarimi 1900$ mặt tiền kinh doanh A2,14.0,Quận Tân Phú,01/11/2024,77,1,1
122,Căn Hộ,🌸CĂN HỘ 1PN VIEW SÔNG CỰC CHILL_55M2_Cầu Công Lý_Hoàng Sa- Q 3🌸,5.0,Quận 10,01/11/2024,55,1,1
122,Căn Hộ,Cho Thuê Căn Hộ 2PN Sunrise City View Nhà Đẹp,17.0,Quận 7,01/11/2024,76,2,2
123,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",5.5,Quận 2 (TP. Thủ Đức),01/11/2024,23,0,0
123,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",6.5,Quận Tân Bình,01/11/2024,40,1,1
123,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,17.0,Quận 2 (TP. Thủ Đức),01/11/2024,30,0,0
123,Căn Hộ,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",7.5,Quận Bình Thạnh,01/11/2024,30,0,0
123,Căn Hộ,"Căn Hộ Mini 1PN ,1PK Full Nội Thất Ngay Nguyễn Văn Hưởng Thảo Điền Q2",23.0,Quận 7,01/11/2024,40,1,1
123,Căn Hộ,"Studio ban công full nội thất cao cấp, cực kỳ soang chảnh, hiện đại🌸",35.0,Quận 7,01/11/2024,40,1,1
123,Căn Hộ,Trải nghiệm không gian rộng rãi với căn hộ 3PN Petro Việt Nam Landmark,8.5,Quận 1,01/11/2024,135,3,2
123,Căn Hộ,"Căn hộ cao cấp Green Valley Thung Lũng Xanh PMH, DT: 128m2",12.0,Quận Tân Phú,01/11/2024,128,3,2
123,Căn Hộ,Cho thuê Metropole 4PN - 170m2- giá 75 triệu,5.2,Quận 10,01/11/2024,170,4,4
123,Căn Hộ,✨CĂN HỘ BALCON/CỬA SỔ THOÁNG XINH_Chợ Hoàng Hoa Thám_BT🌈,14.0,Quận 4,01/11/2024,40,1,1
123,Căn Hộ,Cho thuê căn hộ 3PN Sunrise City Giá Tốt,9.1,Quận Bình Thạnh,01/11/2024,115,3,2
123,Căn Hộ,"Cho thuê Green valley, PMH, Q7 dt 128m2 lầu cao căn góc.",5.2,Quận 8,01/11/2024,128,3,2
123,Căn Hộ,"💥Căn Hộ Ban Công , Máy Giặt, Nguyễn Trãi - Quận 1 , Ở được liền",10.0,Quận Tân Bình,01/11/2024,30,1,1
124,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",21.0,Quận 2 (TP. Thủ Đức),01/11/2024,23,0,0
124,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",21.0,Quận 7,01/11/2024,40,1,1
124,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,7.0,Quận 1,01/11/2024,30,0,0
124,Căn Hộ,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,30.0,Quận 7,01/11/2024,30,2,1
124,Căn Hộ,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",5.0,Quận 11,01/11/2024,30,0,0
124,Căn Hộ,"Cho thuê c/hộ Masteri An Phú 2PN 2WC với nội thất chỉnh chu, tinh tế",8.5,Quận Tân Bình,01/11/2024,76,2,2
124,Căn Hộ,"Căn hộ Urban Hill 2PN, 2WC nội thất cao cấp, nhà đẹp, 21 triệu bao PQL",10.0,Quận Tân Phú,01/11/2024,78,2,2
124,Căn Hộ,Full nội thất cửa sổ lớn máy giặt riêng Ký con Q1,13.0,Quận 4,01/11/2024,35,1,1
124,Căn Hộ,🌿CĂN HỘ 1PN BALCON/CỬA SỔ THOÁNG_Thích Quãng Đức_Ngã Tư Phú Nhuận🌹,8.2,Quận Bình Thạnh,01/11/2024,40,1,1
124,Căn Hộ,"Cho thuê Happy valley, PMH, Q7 dt103m2",18.0,Quận 7,01/11/2024,103,3,2
124,Căn Hộ,🔥Căn Hộ Gác Lửng Xinh Xắn 3’ Đi Trường Đua Phú Thọ,5.5,Quận Tân Phú,01/11/2024,25,1,1
124,Căn Hộ,"👉Căn Hộ Ban Công Siêu Bự -Mặt tiền Lê Văn Sỹ- Tân Bình , Sát phú nhận",11.0,Quận 2 (TP. Thủ Đức),01/11/2024,35,1,1
124,Căn Hộ,Cho thuê căn hộ Emerald 53m2 (1pn-1wc) full nội thất ở ngay được,38.0,Quận 7,01/11/2024,53,1,1
124,Căn Hộ,Cho thuê chung cư 126M2 3PN 2WC - Nhà Trống quận 4,28.0,Quận 2 (TP. Thủ Đức),01/11/2024,126,3,2
125,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",9.5,Quận Bình Thạnh,01/11/2024,23,0,0
125,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,25.0,Quận 7,01/11/2024,30,0,0
125,Căn Hộ,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,16.0,Quận Tân Phú,01/11/2024,30,2,1
125,Căn Hộ,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",6.5,Quận Bình Thạnh,01/11/2024,30,0,0
125,Căn Hộ,✨CĂN HỘ MỚI 1PN BALCON/ Cửa Sổ Thoáng_Ung Văn Khiêm_Landmark 81_BT,21.0,Quận 4,01/11/2024,40,1,1
125,Căn Hộ,Căn hộ cao cấp Thảo Điền 3PN 145m2 nt cơ bản chỉ 2000$,7.5,Quận Bình Thạnh,01/11/2024,145,3,3
125,Căn Hộ,"Cho thuê căn hộ The panorama dt 147m2  view sông, NT cơ bản",6.2,Quận 10,01/11/2024,146,3,2
