PageNumber,Type,Room Name,Price,Location,Time,Area,Bedrooms,Bathrooms
153,Nhà,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,22.0,Quận Tân Phú,01/11/2024,30,0,0
153,Nhà,"𝐌Ặ𝐭 𝐭𝐢ề𝐧 𝐓𝐫ầ𝐧 𝐐𝐮ố𝐜 𝐓𝐡ả𝐨, 𝐐𝐮ậ𝐧 𝟑🌸🌸🍑🍑",31.0,Quận Tân Bình,01/11/2024,200,0,0
153,Nhà,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,36.0,Quận 3,01/11/2024,30,2,1
153,Nhà,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",30.0,Quận 2 (TP. Thủ Đức),01/11/2024,30,0,0
153,Nhà,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,105.0,Quận 2 (TP. Thủ Đức),01/11/2024,23,0,0
153,Nhà,VILLA phố THẢO ĐIỀN cực đẹp 31 CỦ FULL nội thất style hiện đại ạ,59.0,Quận 7,01/11/2024,85,5,5
153,Nhà,Cho thuê nhà MT Lương Thế Vinh. Tân Phú. 1 tr 3 lầu.4x22. 22 triệu TL,27.0,Quận 2 (TP. Thủ Đức),01/11/2024,90,5,5
153,Nhà,"Cho thuê nhà MẶT TIỀN khu K300 - 64A Đường A4, Phường 12, Tân Bình",35.0,Quận Phú Nhuận,01/11/2024,120,4,3
153,Nhà,"Cho thuê Villa mini Trần Quang Diệu, Phường 14, Quận 3.",30.0,Quận 3,01/11/2024,148,4,4
153,Nhà,Cho Thuê Biệt Thự Compound 24/24 Lương Định Của-An Phú-Quận 2 Giá 30Tr,31.0,Quận 7,01/11/2024,150,5,6
153,Nhà,"Cần cho thuê Biệt thự Nam Viên, Phú Mỹ Hưng, Quận 7, 126m2, 4PN",42.0,Quận 10,01/11/2024,126,4,5
153,Nhà,Chỉ với 27tr/th nguyên căn Làng Báo Chí Thảo Điền 3 phòng ngủ - 27tr,65.0,Quận 2 (TP. Thủ Đức),01/11/2024,55,3,3
153,Nhà,"Cho thuê nhà Huỳnh Văn Bánh, 2 mặt tiền sầm uất a DTSD hơn 300m2",30.0,Quận 7,01/11/2024,300,5,5
154,Nhà,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",35.0,Quận 3,01/11/2024,40,1,1
154,Nhà,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,120.0,Quận Tân Bình,01/11/2024,30,0,0
154,Nhà,"𝐌Ặ𝐭 𝐭𝐢ề𝐧 𝐓𝐫ầ𝐧 𝐐𝐮ố𝐜 𝐓𝐡ả𝐨, 𝐐𝐮ậ𝐧 𝟑🌸🌸🍑🍑",33.0,Quận 2 (TP. Thủ Đức),01/11/2024,200,0,0
154,Nhà,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,45.0,Quận 2 (TP. Thủ Đức),01/11/2024,30,2,1
154,Nhà,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",68.0,Quận 2 (TP. Thủ Đức),01/11/2024,30,0,0
154,Nhà,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,30.0,Quận 3,01/11/2024,23,0,0
154,Nhà,"Cho thuê nhà mặt tiền nội bộ Lê Văn Sỹ, Phường 14, Quận 3",45.0,Quận 1,01/11/2024,100,4,4
154,Nhà,Cho thuê mặt tiền 55C Nguyễn Minh Hoàng (TOÀ NHÀ ĐẦY ĐỦ TIÊU CHUẨN),18.0,Quận Bình Thạnh,01/11/2024,140,6,6
154,Nhà,33 Triệu/Tháng Đường 9_Bình An Biệt Thự 8x16m GaraTrệt 3 Lầu 4 Phòng,18.0,Quận 6,01/11/2024,145,4,5
154,Nhà,😊Cho thuê Villa – Biệt thự cao cấp ở Đường Nguyễn Bá Huân😊,55.0,Quận 10,01/11/2024,380,4,3
154,Nhà,"Nguyên căn nhà đẹp đường số 2, KDC Sông Giồng - Trệt + 2L. Giá 68tr/th",120.0,Quận Tân Bình,01/11/2024,119,5,5
154,Nhà,"Cho thuê nhà 5 tầng 80A Trần Quang Diệu, Phường 14, Quận 3.",30.0,Quận 2 (TP. Thủ Đức),01/11/2024,100,5,5
154,Nhà,Cho thuê nhà Mới Mặt tiên Lý Văn Phức Quận 1- Dtsd 300m2,50.0,Quận 10,01/11/2024,100,8,3
154,Nhà,Chủ nhà cần cho thuê nhà tại Nơ Trang Long-p5- bình Thạnh,40.0,Quận Phú Nhuận,01/11/2024,42,3,4
154,Nhà,"Cho thuê nhà góc 2MT đường Số 64, DT 5 x 18m, 3.5 tấm, giá 18 triệu/th",50.0,Quận 7,01/11/2024,90,5,5
155,Nhà,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",23.0,Quận 2 (TP. Thủ Đức),01/11/2024,40,1,1
155,Nhà,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,42.0,Quận 10,01/11/2024,30,0,0
155,Nhà,"𝐌Ặ𝐭 𝐭𝐢ề𝐧 𝐓𝐫ầ𝐧 𝐐𝐮ố𝐜 𝐓𝐡ả𝐨, 𝐐𝐮ậ𝐧 𝟑🌸🌸🍑🍑",29.0,Quận Tân Bình,01/11/2024,200,0,0
155,Nhà,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,95.0,Quận Bình Thạnh,01/11/2024,30,2,1
155,Nhà,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",29.0,Quận Phú Nhuận,01/11/2024,30,0,0
155,Nhà,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,35.0,Quận 6,01/11/2024,23,0,0
155,Nhà,"💌Cho thuê nhà chính chủ tại Đường 12, P. An Phú, giá 23 Triệu",40.0,Quận 10,01/11/2024,300,4,5
155,Nhà,Cho thuê nhà hẻm xe hơi 449/6a Sư Vạn Hạnh Phường 12 quận 10,130.0,Quận 10,01/11/2024,100,3,3
155,Nhà,"Cho Thuê nhà 6x20m 5 tầng số 55/5A Út Tịch, Phương 04, Quận Tân Bình",35.0,Quận 7,01/11/2024,120,5,4
155,Nhà,"Cho thuê nhà 5 tầng đường Lê Quang Định, Q. Bình Thạnh. Giá 95 triệu",35.0,Quận Tân Bình,01/11/2024,140,2,5
155,Nhà,"cho thuê nhà  nguyên căn 75m2  mặt tiền  Đỗ Tấn Phong, P 9, Phú Nhuận",29.0,Quận Tân Bình,01/11/2024,75,7,8
155,Nhà,"Cho thuê nhà góc 2MT Bình Phú, 5 x 20m, 3.5 tấm, giá 35 triệu/tháng.",25.0,Quận 2 (TP. Thủ Đức),01/11/2024,100,4,5
155,Nhà,Cho thuê nhà Mặt tiền Cao Thắng 12 Quận 10,32.0,Quận Bình Thạnh,01/11/2024,360,3,3
155,Nhà,"Nhà nguyên căn mặt tiền Trường Sơn - DT: 12 x 30m, 1 trệt, 2 lầu",25.0,Quận 3,01/11/2024,150,2,3
155,Nhà,"Cho thuê nhà 1 lầu mặt tiền kinh doanh Đường số 10, Tân Quy, Quận 7",26.0,Quận Tân Bình,01/11/2024,132,2,4
156,Nhà,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",130.0,Quận Tân Bình,01/11/2024,40,1,1
156,Nhà,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,25.0,Quận Tân Bình,01/11/2024,30,0,0
156,Nhà,"𝐌Ặ𝐭 𝐭𝐢ề𝐧 𝐓𝐫ầ𝐧 𝐐𝐮ố𝐜 𝐓𝐡ả𝐨, 𝐐𝐮ậ𝐧 𝟑🌸🌸🍑🍑",24.0,Quận 2 (TP. Thủ Đức),01/11/2024,200,0,0
156,Nhà,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,40.0,Quận Phú Nhuận,01/11/2024,30,2,1
156,Nhà,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",36.0,Quận Tân Bình,01/11/2024,30,0,0
156,Nhà,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,14.0,Quận 2 (TP. Thủ Đức),01/11/2024,23,0,0
156,Nhà,"Nhà nguyên căn mặt tiền đường Bàu Cát - DT: 8 x 16m, trệt, 3 lầu",40.0,Quận 2 (TP. Thủ Đức),01/11/2024,128,5,4
156,Nhà,Nhà Mặt tiẻn Đồng Đen Tân Bình giá tốt,69.0,Quận 2 (TP. Thủ Đức),01/11/2024,80,3,3
156,Nhà,Nhà phố trắng xinh 1' khu AP-Q2  Ánh sáng chan hoà,35.0,Quận Bình Thạnh,01/11/2024,110,4,3
156,Nhà,"Cho thuê nhà Mặt Tiền Lê Văn Sỹ, Phường 14 Quận Phú Nhuận.",35.0,Quận 11,01/11/2024,120,2,3
156,Nhà,NHÀ MTKD Trương hoàng thanh TÂN BÌNH 3 TẦNG GIÁ CHỈ 36Tr,13.0,Quận Phú Nhuận,01/11/2024,90,4,4
156,Nhà,Cho Thuê Nhà Đẹp 190m2 Trệt 3 Lầu 4 Phòng Đường 25 Trần Não_Bình An,99.0,Quận 7,01/11/2024,70,2,5
156,Nhà,Văn phòng sàigon Mystery Villa giá chỉ 40 triệu/ tháng,32.0,Quận Phú Nhuận,01/11/2024,100,3,3
156,Nhà,Cho thuê nhà 5 tầng số 40/12 Nguyễn Văn Đậu P6 Bình Thạnh - Có PCCC,0.1,Quận Phú Nhuận,01/11/2024,150,5,5
157,Nhà,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",19.0,Quận 2 (TP. Thủ Đức),01/11/2024,40,1,1
157,Nhà,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,60.0,Quận Tân Bình,01/11/2024,30,0,0
157,Nhà,"𝐌Ặ𝐭 𝐭𝐢ề𝐧 𝐓𝐫ầ𝐧 𝐐𝐮ố𝐜 𝐓𝐡ả𝐨, 𝐐𝐮ậ𝐧 𝟑🌸🌸🍑🍑",25.0,Quận Tân Bình,01/11/2024,200,0,0
157,Nhà,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,200.0,Quận 2 (TP. Thủ Đức),01/11/2024,30,2,1
157,Nhà,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",25.0,Quận 2 (TP. Thủ Đức),01/11/2024,30,0,0
157,Nhà,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,38.0,Quận Phú Nhuận,01/11/2024,23,0,0
157,Nhà,NHÀ Q2  không gian mở - Rất Chill - Rất xinh 19tr,65.0,Quận 10,01/11/2024,100,2,2
157,Nhà,"Cho thuê Tòa Nhà Văn Hoàng Hoa Thám, Phường 13, Quận Tân Bình.",60.0,Quận Bình Thạnh,01/11/2024,200,5,5
157,Nhà,"Cho thuê Nhà 26/12A Nguyễn Minh Hoàng , Phường 12, Quận Tân Bình",40.0,Quận 7,01/11/2024,90,6,5
157,Nhà,"Cho Thuê Biệt Thự Saroma Sala chỉ 200tr/th, DTSD ~ 900m2",17.0,Quận Tân Bình,01/11/2024,300,6,4
157,Nhà,Nhà nguyên căn gần đường Quốc Hương - 3 lầu. Giá thuê chỉ 25tr/th,55.0,Quận Bình Thạnh,01/11/2024,36,3,3
157,Nhà,"Cho thuê nhà Biệt thự 7x20m 38A Nguyễn Văn Trỗi, Phường 15, Phú Nhuận",38.0,Quận 2 (TP. Thủ Đức),01/11/2024,140,6,4
157,Nhà,Cho thuê nhà Mặt tiền đường 3/2 quận 10 - Ngay Vòng Xoay Dân Chủ.,40.0,Quận 3,01/11/2024,135,3,3
157,Nhà,Cho thuê biệt thự siêu Đẹp gần 500m2  tại  Bình Thạnh,38.0,Quận Phú Nhuận,01/11/2024,450,6,6
157,Nhà,"Cho thuê biệt thự  khu cảnh đồi, Phú Mỹ Hưng, quận 7,  giá tốt.",48.0,Quận 2 (TP. Thủ Đức),01/11/2024,126,5,3
158,Nhà,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",40.0,Quận Bình Thạnh,01/11/2024,40,1,1
158,Nhà,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,23.0,Quận 10,01/11/2024,30,0,0
158,Nhà,"𝐌Ặ𝐭 𝐭𝐢ề𝐧 𝐓𝐫ầ𝐧 𝐐𝐮ố𝐜 𝐓𝐡ả𝐨, 𝐐𝐮ậ𝐧 𝟑🌸🌸🍑🍑",150.0,Quận 1,01/11/2024,200,0,0
158,Nhà,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,40.0,Quận 7,01/11/2024,30,2,1
158,Nhà,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",30.0,Quận 10,01/11/2024,30,0,0
158,Nhà,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,60.0,Quận Tân Bình,01/11/2024,23,0,0
158,Nhà,Chính chủ cho thuê nhà 5 tầng mặt tiền số 55B đường Vũ Huy Tấn,35.0,Quận 3,01/11/2024,320,5,6
158,Nhà,Cho thuê nhà nguyên căn 702/2A đường Sư Vạn Hạnh phường 12 quận 10,95.0,Quận 2 (TP. Thủ Đức),01/11/2024,90,2,3
158,Nhà,Cho thuê nhà mặt tiền tại  Nguyễn Thị Minh Khai Q1,60.0,Quận Phú Nhuận,01/11/2024,347,4,4
158,Nhà,"Cho thuê biệt thự Mỹ Giang, Phú Mỹ Hưng, Quận 7,dt 7mx18m, giá 40tr/th",30.0,Quận Bình Thạnh,01/11/2024,126,5,3
158,Nhà,"Cho thuê nhà nguyên căn 449/33A Đường 3/2, phường 12, quận 10.",69.0,Quận 2 (TP. Thủ Đức),01/11/2024,96,4,5
158,Nhà,Nhà nguyên căn mặt tiền đường Hồng Hà - DTSD 500m2,23.0,Quận 2 (TP. Thủ Đức),01/11/2024,120,5,5
158,Nhà,𝐌Ặ𝐓 𝐓𝐈Ề𝐍 𝐐𝐔Ậ𝐍 𝟑 𝐋Ý 𝐂𝐇Í𝐍𝐇 𝐓𝐇Ắ𝐍𝐆 🌸,50.0,Quận Bình Thạnh,01/11/2024,200,3,3
158,Nhà,"Biệt thự trắng Thảo Điền mlem quá đi mất thôi, ực ực....@",40.0,Quận 1,01/11/2024,400,4,5
158,Nhà,"Cho thuê nhà Góc 2 Mặt Tiền Phan Xích Long, Phường 2, Phú Nhuận.",87.0,Quận 7,01/11/2024,300,4,5
159,Nhà,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",90.0,Huyện Bình Chánh,01/11/2024,40,1,1
159,Nhà,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,36.0,Quận Tân Bình,01/11/2024,30,0,0
159,Nhà,"𝐌Ặ𝐭 𝐭𝐢ề𝐧 𝐓𝐫ầ𝐧 𝐐𝐮ố𝐜 𝐓𝐡ả𝐨, 𝐐𝐮ậ𝐧 𝟑🌸🌸🍑🍑",69.0,Quận 2 (TP. Thủ Đức),01/11/2024,200,0,0
159,Nhà,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,40.0,Quận 3,01/11/2024,30,2,1
159,Nhà,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",28.0,Quận 10,01/11/2024,30,0,0
159,Nhà,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,65.0,Quận 2 (TP. Thủ Đức),01/11/2024,23,0,0
159,Nhà,Nhà nguyên căn 2 mặt tiền Khu Dân Cư Trung Sơn,35.0,Quận 2 (TP. Thủ Đức),01/11/2024,120,3,5
159,Nhà,"Cho thuê nhà MT 271B Nguyễn Trọng Tuyển, Phường 10, Quận Tân Bình.",108.0,Quận 7,01/11/2024,133,4,4
159,Nhà,ĐÚNG ĐỈNH!Villa hồ bơi đẹp ngút ngàn Xuân Thuỷ vip Q.2,38.0,Quận Phú Nhuận,01/11/2024,450,3,3
159,Nhà,"Cho thuê nhà biệt thự mini Nguyễn Đình Chiểu, Phường 4, Quận 3.",43.0,Quận 1,01/11/2024,90,5,4
159,Nhà,"Cho thuê nhà 345B Sư Vạn Hạnh, phường 12, quận 10.",60.0,Quận Bình Thạnh,01/11/2024,81,4,4
159,Nhà,🐝Villa Đường NGUYỄN VĂN HƯỞNG Gara 3 Lầu 5 Phòng Lớn Chỉ 65 Triệu,25.0,Quận 6,01/11/2024,368,4,5
159,Nhà,Cho Thuê Villa ĐẸP 4 PHÒNG Tại Nguyễn Duy Trinh Để Ở_Văn Phòng,66.0,Quận Phú Nhuận,01/11/2024,450,5,5
159,Nhà,Siêu phẩm biệt thự đơn lập Phú Mỹ Hưng 17.2 x 16m cho thuê cực đẹp.,39.0,Quận Phú Nhuận,01/11/2024,280,4,5
159,Nhà,Nhà hầm trệt 3 lầu khu đường Hoa - Ngang 7m dài 18m,20.0,Quận 2 (TP. Thủ Đức),01/11/2024,126,5,5
160,Nhà,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",23.0,Quận Bình Thạnh,01/11/2024,40,1,1
160,Nhà,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,22.0,Quận Tân Bình,01/11/2024,30,0,0
160,Nhà,"𝐌Ặ𝐭 𝐭𝐢ề𝐧 𝐓𝐫ầ𝐧 𝐐𝐮ố𝐜 𝐓𝐡ả𝐨, 𝐐𝐮ậ𝐧 𝟑🌸🌸🍑🍑",75.0,Quận 2 (TP. Thủ Đức),01/11/2024,200,0,0
160,Nhà,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,25.0,Quận 2 (TP. Thủ Đức),01/11/2024,30,2,1
160,Nhà,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",45.0,Quận 7,01/11/2024,30,0,0
160,Nhà,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,30.0,Quận Tân Bình,01/11/2024,23,0,0
160,Nhà,"Cho thuê nhà gần Sài Gòn Pear đường Nguyễn Hữu Cảnh, Bình Thạnh",35.0,Quận 10,01/11/2024,72,5,3
160,Nhà,"Cho thuê mặt tiền khu Bàu Cát, TB",38.0,Quận Bình Tân,01/11/2024,80,4,4
160,Nhà,😼 Chỉ 80 Triệu Có Villa Đường NGUYỄN VĂN HƯỞNG Gara 2 Lầu 4 Phòng,130.0,Quận 10,01/11/2024,398,4,5
160,Nhà,"Cho Thuê nhà 300m2 đường 5, Thảo Điền, Quận 2, giá 25 Triệu/tháng",50.0,Quận Gò Vấp,01/11/2024,300,4,3
160,Nhà,"Cho thuê biệt thự mỹ phú 3 , Dt 7x18m, Phú Mỹ Hưng, Quận 7",100.0,Quận 2 (TP. Thủ Đức),01/11/2024,127,4,5
160,Nhà,"Cho Thuê Nhà 35A Nguyễn Minh Hoàng, Phường 12, Quận Tân Bình",20.0,Quận Tân Bình,01/11/2024,120,5,5
160,Nhà,"Cho thuê nhà mặt tiền Hoà Hảo, Phường 2, Quận 10",34.0,Quận Tân Bình,01/11/2024,75,6,4
160,Nhà,"Cho thuê nhà khu Tên Lửa, MT đường Số 1, DT 6 x 21m, 3.5 tấm, 38 triệu",33.0,Quận 7,01/11/2024,126,4,5
160,Nhà,"Cho thuê nguyên căn Toà Nhà Mặt Tiền Hòa Hưng, Phường 12, Quận 10",40.0,Quận 2 (TP. Thủ Đức),01/11/2024,175,6,7
161,Nhà,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",30.0,Quận 3,01/11/2024,40,1,1
161,Nhà,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,70.0,Quận 3,01/11/2024,30,0,0
161,Nhà,"𝐌Ặ𝐭 𝐭𝐢ề𝐧 𝐓𝐫ầ𝐧 𝐐𝐮ố𝐜 𝐓𝐡ả𝐨, 𝐐𝐮ậ𝐧 𝟑🌸🌸🍑🍑",40.0,Quận 10,01/11/2024,200,0,0
161,Nhà,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,50.0,Quận Tân Phú,01/11/2024,30,2,1
161,Nhà,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",55.0,Quận 3,01/11/2024,30,0,0
161,Nhà,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,110.0,Quận 2 (TP. Thủ Đức),01/11/2024,23,0,0
161,Nhà,"Cho Thuê Nhà 5 tầng hẻm xe hơi 386/2a Lê Văn Sỹ, P14, Quận 3",45.0,Quận Phú Nhuận,01/11/2024,100,5,5
161,Nhà,Cho Thuê Tòa Nhà Văn Phòng Mới Xây Có Thang Máy .,35.0,Quận Phú Nhuận,01/11/2024,100,5,6
161,Nhà,"Cho thuê nhà  Hẻm xe tải 285A Cách Mạng Tháng Tám, Phường 12, Quận 10",80.0,Quận 7,01/11/2024,81,5,4
161,Nhà,"Nhà nguyên căn mặt tiền Độc Lập, có sân vườn rộng, cây xanh mát",26.0,Quận 2 (TP. Thủ Đức),01/11/2024,198,3,4
161,Nhà,"OÁI OÁI, VILLA  hồ bơi siêu to khổng lồ ngay METRO AN PHÚ",30.0,Quận 3,01/11/2024,400,6,7
161,Nhà,🏡CHO THUÊ NHÀ Mặt Tiền Khu biệt thự Phổ Quang Golden Mansion,35.0,Quận 2 (TP. Thủ Đức),01/11/2024,96,3,4
161,Nhà,Cho thuê nhà mặt tiền Khu Phố ẩm thực Phan Xích Long,30.0,Quận Bình Tân,01/11/2024,144,5,5
161,Nhà,"Cho thuê Biệt Thự Đơn Lập bên Mỹ Phú dt 18x18m , sân vườn rộngPMH,Q7",139.0,Quận Gò Vấp,01/11/2024,300,5,6
162,Nhà,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",45.0,Quận 10,01/11/2024,40,1,1
162,Nhà,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,0.23,Quận 3,01/11/2024,30,0,0
162,Nhà,"𝐌Ặ𝐭 𝐭𝐢ề𝐧 𝐓𝐫ầ𝐧 𝐐𝐮ố𝐜 𝐓𝐡ả𝐨, 𝐐𝐮ậ𝐧 𝟑🌸🌸🍑🍑",19.0,Quận 2 (TP. Thủ Đức),01/11/2024,200,0,0
162,Nhà,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,30.0,Quận Phú Nhuận,01/11/2024,30,2,1
162,Nhà,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",32.0,Quận Tân Bình,01/11/2024,30,0,0
162,Nhà,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,46.0,Quận 2 (TP. Thủ Đức),01/11/2024,23,0,0
162,Nhà,"Cho thuê nhà 285A Cách Mạng Tháng 8, phường 12, quận 10. Gần Hà Đô.",130.0,Quận 3,01/11/2024,81,6,6
162,Nhà,Góc 2 mặt tiền Nguyễn Thiện Thuật 10M ngang,34.0,Quận Phú Nhuận,01/11/2024,300,3,3
162,Nhà,Nhà em 3 ĐỜI cho thuê giá rẻ 5x20 chỉ 19 triệu mà thôi không hơn,70.0,Quận 3,01/11/2024,100,3,3
162,Nhà,"Cho thuê nhà 2 mặt tiền trước sau 64A2 Trần Huy Liệu, Phú Nhuận.",45.0,Quận 7,01/11/2024,80,6,5
162,Nhà,"Cho thuê nhà mặt tiền ngay trung K300 Tân Bình đường C18, Phường 12 TB",80.0,Quận Tân Phú,01/11/2024,144,5,5
162,Nhà,"Villa 6 Phòng Gần Bến Tàu Thuỷ đường 19 P.An Khánh Tp. Thủ Đức, HCM",60.0,Quận 10,01/11/2024,450,6,7
162,Nhà,Cho thuê nhà biệt thự phong cách Địa trung hải SANTORI QUẬN 3,35.0,Quận Phú Nhuận,01/11/2024,130,2,2
162,Nhà,"Cho thuê nhà MT 1b Nguyễn Văn Đậu, Phường 5, Quận Phú Nhuận.",30.0,Quận Tân Bình,01/11/2024,480,5,5
162,Nhà,"Cho thuê biệt thự  rộng 160m2  ,siêu đẹp  tại -q3",65.0,Quận 2 (TP. Thủ Đức),01/11/2024,160,8,8
163,Nhà,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",40.0,Quận 2 (TP. Thủ Đức),01/11/2024,40,1,1
163,Nhà,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,110.0,Quận 3,01/11/2024,30,0,0
163,Nhà,"𝐌Ặ𝐭 𝐭𝐢ề𝐧 𝐓𝐫ầ𝐧 𝐐𝐮ố𝐜 𝐓𝐡ả𝐨, 𝐐𝐮ậ𝐧 𝟑🌸🌸🍑🍑",35.0,Quận Tân Bình,01/11/2024,200,0,0
163,Nhà,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,45.0,Quận 7,01/11/2024,30,2,1
163,Nhà,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",120.0,Quận 10,01/11/2024,30,0,0
163,Nhà,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,150.0,Quận Tân Bình,01/11/2024,23,0,0
163,Nhà,"Cho Thuê Biệt Thự Gần Chung Cư BỘ CÔNG AN_P. An Khánh_Tp. Thủ Đức, HCM",32.0,Quận Phú Nhuận,01/11/2024,450,6,7
163,Nhà,"Cho Thuê Siêu Biệt Thự Tại Nam Kỳ Khởi Nghĩa, VTS, Quận 3",28.0,Quận Bình Thạnh,01/11/2024,225,4,4
163,Nhà,"Cho thuê nhà mới 5 tầng 42A Cửu Long, phường 2, Quận Tân Bình",45.0,Quận 2 (TP. Thủ Đức),01/11/2024,120,5,5
163,Nhà,"Cho thuê biệt thự Phú Mỹ Hưng, Quận 7, giá rẻ.",66.0,Quận 1,01/11/2024,122,4,4
163,Nhà,Cho thuê mặt bằng lớn NGANG 15M TẠI CƯ XÁ BẮC HẢI QUẬN 10,25.0,Quận Tân Bình,01/11/2024,450,2,3
163,Nhà,"Cho Thuê Nhà Căn Góc Lê Văn Sỹ, Quận Phú Nhuận",55.0,Quận 10,01/11/2024,80,7,4
163,Nhà,Cho thuê nguyên căn xe hơi đậu trong nhà hẻm Hoàng Hoa Thám,80.0,Quận Bình Tân,01/11/2024,81,4,4
163,Nhà,Cho thuê Villa 450M2 sân vườn đường số 17 P.An Phú Quận 2,58.0,Quận Phú Nhuận,01/11/2024,450,4,5
